===== WPFI OUTPUT =====
dataset = D:\Phan-mem-huong-doi-tuong-main\src\data\mushrooms.txt
input   = D:\Phan-mem-huong-doi-tuong-main\src\input.txt
MSUP=2  T=0.1  useExactTail=false
transactions=100
----------------------------------------------
Itemset	k	mu	pTail	avgW	score
{108, 5, 71}	3	3.569961	0.871324	0.542043	0.472295
{1, 71, 94}	3	12.268327	0.999938	0.472191	0.472161
{1, 104, 90}	3	13.847240	0.999986	0.472119	0.472112
{21, 79, 9}	3	3.347376	0.847074	0.557268	0.472047
{104, 56, 9}	3	4.616687	0.944476	0.499564	0.471826
{26, 97}	2	12.209275	0.999934	0.471814	0.471782
{128, 42, 71}	3	12.471760	0.999948	0.471398	0.471373
{21, 53, 88}	3	3.136105	0.820279	0.574392	0.471161
{39, 53, 90}	3	3.628771	0.877112	0.537037	0.471041
{21, 79}	2	16.599732	0.999999	0.470970	0.470969
{22, 57, 67}	3	5.720558	0.977971	0.481572	0.470963
{108, 79, 9}	3	3.257870	0.836199	0.563208	0.470954
{22, 23, 67}	3	4.861343	0.954633	0.493182	0.470808
{21, 26, 94}	3	2.858363	0.778674	0.604557	0.470753
{1, 39}	2	22.316480	1.000000	0.470741	0.470740
{120, 23, 57}	3	12.319188	0.999941	0.470709	0.470681
{104, 57, 6}	3	5.038862	0.960861	0.489771	0.470602
{120, 56, 97}	3	10.497579	0.999683	0.470458	0.470309
{23, 79, 9}	3	5.530801	0.974120	0.482804	0.470309
{26, 56, 94}	3	6.182374	0.985165	0.477284	0.470203
{128, 23, 9}	3	4.572660	0.942432	0.498886	0.470166
{104, 57, 67}	3	11.307722	0.999849	0.470233	0.470162
{1, 5, 94}	3	5.077656	0.962109	0.488248	0.469748
{108, 26, 90}	3	2.644126	0.741021	0.633895	0.469730
{42, 44, 71}	3	3.948981	0.904612	0.519146	0.469625
{44, 56, 97}	3	4.151494	0.918911	0.511013	0.469575
{104, 67, 9}	3	4.308718	0.928594	0.505604	0.469500
{6, 79, 97}	3	7.051650	0.993027	0.472761	0.469464
{25, 39, 94}	3	4.943950	0.957641	0.490160	0.469397
{128, 67, 97}	3	13.449965	0.999979	0.469305	0.469295
{42, 53, 71}	3	5.554124	0.974626	0.481306	0.469094
{44, 56, 88}	3	5.247778	0.967142	0.484958	0.469023
{21, 25, 97}	3	3.082469	0.812835	0.576968	0.468980
{23, 39, 44}	3	4.032103	0.910746	0.514507	0.468585
{6, 67, 71}	3	5.839310	0.980092	0.478083	0.468565
{22, 42, 5}	3	3.354886	0.847956	0.552281	0.468310
{26, 9, 97}	3	3.283987	0.839442	0.557831	0.468267
{36, 39, 9}	3	4.156461	0.919235	0.509303	0.468169
{1, 120, 42}	3	10.666268	0.999728	0.468231	0.468103
{22, 39}	2	12.416614	0.999946	0.468086	0.468060
{113, 23, 79}	3	5.576166	0.975096	0.479952	0.467999
{6, 9, 97}	3	2.311209	0.671722	0.696061	0.467560
{26, 67, 94}	3	5.243096	0.967012	0.483324	0.467380
{104, 39, 56}	3	10.302081	0.999621	0.467436	0.467259
{12, 42, 71}	3	5.834571	0.980011	0.476742	0.467212
{39, 79, 9}	3	6.142080	0.984641	0.474437	0.467151
{1, 108, 6}	3	2.898979	0.785246	0.594895	0.467139
{36, 94}	2	23.009593	1.000000	0.467028	0.467028
{23, 53, 57}	3	6.242305	0.985911	0.473424	0.466754
{128, 23, 39}	3	11.818245	0.999906	0.466759	0.466715
{50, 97}	2	6.622683	0.989863	0.471439	0.466659
{104, 36, 42}	3	11.358951	0.999856	0.466711	0.466644
{56, 79, 90}	3	13.740098	0.999984	0.466603	0.466596
{113, 22, 97}	3	2.837038	0.775154	0.601808	0.466494
{120, 56, 94}	3	11.747744	0.999899	0.466481	0.466434
{113, 26, 97}	3	3.290706	0.840267	0.554979	0.466331
{6, 79, 94}	3	7.331012	0.994544	0.468783	0.466226
{113, 57, 6}	3	2.574544	0.727661	0.640651	0.466177
{39, 50, 97}	3	3.737102	0.887148	0.525453	0.466155
{25, 42, 6}	3	3.534093	0.867671	0.537098	0.466025
{42, 5, 79}	3	6.485377	0.988580	0.471373	0.465990
{53, 57, 88}	3	4.848781	0.954158	0.488317	0.465932
{1, 57}	2	23.924041	1.000000	0.465875	0.465875
{50, 57, 88}	3	4.500442	0.938923	0.496155	0.465851
{26, 94}	2	11.155487	0.999826	0.465848	0.465767
{22, 23, 56}	3	4.895920	0.955916	0.487142	0.465667
{39, 79, 88}	3	13.644700	0.999983	0.465570	0.465562
{128, 67, 94}	3	12.527611	0.999951	0.465327	0.465305
{26, 39, 57}	3	6.047070	0.983335	0.473145	0.465260
{22, 39, 56}	3	5.428030	0.971770	0.478776	0.465260
{12, 39, 88}	3	4.875465	0.955161	0.486996	0.465160
{44, 67, 94}	3	3.975068	0.906578	0.513075	0.465143
{12, 6, 90}	3	3.956635	0.905193	0.513608	0.464914
{113, 39, 79}	3	6.216219	0.985591	0.471586	0.464790
{12, 23, 57}	3	6.729284	0.990761	0.468859	0.464527
{104, 42, 44}	3	4.457047	0.936717	0.495676	0.464308
{104, 56, 57}	3	11.056521	0.999810	0.464193	0.464104
{120, 6, 88}	3	6.370655	0.987389	0.469982	0.464055
{22, 56, 57}	3	5.607570	0.975750	0.475532	0.464001
{104, 23}	2	22.476852	1.000000	0.463626	0.463626
{113, 5, 56}	3	3.503529	0.864484	0.536240	0.463571
{128, 23, 57}	3	13.995898	0.999987	0.463515	0.463510
{57, 79, 9}	3	6.069630	0.983655	0.471194	0.463492
{108, 12, 94}	3	2.836604	0.775081	0.597844	0.463378
{25, 57, 88}	3	7.851827	0.996556	0.464839	0.463238
{128, 56, 97}	3	11.746010	0.999899	0.463265	0.463218
{22, 57}	2	12.657868	0.999957	0.463220	0.463200
{108, 44, 94}	3	2.553227	0.723452	0.640248	0.463189
{104, 71, 97}	3	11.431816	0.999865	0.463059	0.462996
{113, 128, 21}	3	3.073297	0.811535	0.570499	0.462980
{1, 5, 97}	3	4.534007	0.940578	0.492226	0.462977
{104, 5, 94}	3	5.542072	0.974366	0.475139	0.462959
{1, 6, 67}	3	6.533815	0.989050	0.467722	0.462600
{26, 6, 97}	3	4.057832	0.912568	0.506840	0.462526
{6, 67, 9}	3	2.748791	0.760058	0.608344	0.462377
{57, 79, 88}	3	14.184156	0.999989	0.462326	0.462321
{120, 39, 57}	3	12.367832	0.999943	0.462343	0.462316
{113, 57, 79}	3	6.308637	0.986695	0.468342	0.462110
{44, 67, 88}	3	4.545549	0.941138	0.490998	0.462097
{36, 67, 88}	3	13.455454	0.999979	0.462033	0.462024
{1, 42, 53}	3	5.776376	0.978994	0.470946	0.461053
{56, 6, 71}	3	5.646066	0.976530	0.472043	0.460964
{1, 128, 42}	3	11.095123	0.999816	0.461037	0.460952
{22, 71, 94}	3	5.808745	0.979566	0.470421	0.460808
{113, 42, 9}	3	1.919087	0.571651	0.806025	0.460765
{108, 25, 57}	3	3.539610	0.868239	0.530350	0.460470
{12, 23, 39}	3	5.565304	0.974865	0.472103	0.460237
{108, 36, 71}	3	6.078971	0.983785	0.467812	0.460227
{108, 12, 97}	3	2.774284	0.764507	0.601822	0.460097
{104, 22, 90}	3	5.723057	0.978018	0.470349	0.460010
{53, 67, 94}	3	5.276830	0.967934	0.475236	0.459997
{21, 36, 71}	3	7.612720	0.995744	0.461872	0.459907
{25, 39, 88}	3	5.980464	0.982356	0.468082	0.459823
{104, 23, 6}	3	4.121490	0.916928	0.501381	0.459730
{50, 94}	2	6.385303	0.987547	0.465473	0.459676
{50, 57, 94}	3	3.731232	0.886624	0.518232	0.459477
{104, 21, 6}	3	2.978971	0.797689	0.575846	0.459346
{23, 5, 71}	3	7.407055	0.994897	0.461638	0.459283
{128, 56, 94}	3	12.404809	0.999945	0.459287	0.459262
{53, 97}	2	9.280461	0.999042	0.459682	0.459241
{25, 56, 90}	3	5.772108	0.978917	0.469116	0.459225
{1, 56, 6}	3	7.332938	0.994553	0.461682	0.459167
{104, 71, 94}	3	12.290799	0.999939	0.459081	0.459053
{113, 25, 42}	3	2.890854	0.783946	0.585238	0.458795
{113, 36, 67}	3	5.792194	0.979275	0.468049	0.458349
{21, 25, 57}	3	3.595623	0.873880	0.524410	0.458271
{108, 67, 9}	3	2.178054	0.640048	0.715979	0.458261
{1, 12, 42}	3	5.984949	0.982423	0.466381	0.458184
{12, 56, 94}	3	6.248353	0.985984	0.464631	0.458119
{44, 57, 90}	3	3.003180	0.801326	0.571632	0.458064
{113, 25, 90}	3	3.319676	0.843781	0.542834	0.458033
{6, 71}	2	11.999430	0.999920	0.457986	0.457949
{36, 5, 90}	3	6.345042	0.987106	0.463835	0.457854
{23, 25, 97}	3	4.018058	0.909736	0.502503	0.457145
{21, 36, 6}	3	3.327841	0.844758	0.541143	0.457135
{5, 56, 67}	3	5.551460	0.974569	0.468562	0.456646
{21, 44, 90}	3	2.408802	0.693471	0.657707	0.456100
{113, 56, 6}	3	2.752545	0.760718	0.599453	0.456014
{36, 56, 88}	3	11.355311	0.999855	0.455993	0.455927
{25, 42, 71}	3	7.480006	0.995215	0.457828	0.455637
{120, 97}	2	21.875109	1.000000	0.455610	0.455609
{57, 6, 9}	3	2.476332	0.707811	0.643503	0.455479
{113, 44}	2	4.445503	0.936118	0.486383	0.455312
{42, 71, 79}	3	13.821199	0.999985	0.455315	0.455308
{120, 21, 9}	3	2.891185	0.783999	0.580544	0.455146
{128, 39, 57}	3	13.165051	0.999973	0.455149	0.455137
{104, 120, 42}	3	10.064071	0.999529	0.455121	0.454907
{22, 6, 94}	3	3.189083	0.827369	0.549691	0.454798
{1, 5, 88}	3	5.576001	0.975092	0.466171	0.454560
{108, 44, 90}	3	2.369441	0.684846	0.663647	0.454496
{23, 50, 88}	3	3.827217	0.894911	0.507765	0.454404
{113, 44, 88}	3	3.085338	0.813240	0.558676	0.454338
{23, 44}	2	8.711595	0.998401	0.455019	0.454291
{113, 9, 97}	3	2.061503	0.610385	0.744200	0.454249
{39, 6, 9}	3	2.447722	0.701805	0.646747	0.453890
{25, 90}	2	14.378876	0.999991	0.453596	0.453592
{53, 94}	2	10.023581	0.999511	0.453716	0.453494
{67, 79, 97}	3	13.319455	0.999976	0.453222	0.453211
{128, 6, 88}	3	5.766069	0.978808	0.462789	0.452981
{42, 44, 67}	3	2.881824	0.782492	0.578878	0.452967
{12, 97}	2	12.130470	0.999929	0.452835	0.452803
{5, 67}	2	12.287334	0.999939	0.452765	0.452737
{1, 104, 97}	3	12.310264	0.999940	0.452698	0.452671
{113, 36, 56}	3	5.796133	0.979345	0.462009	0.452466
{56, 67, 71}	3	11.424106	0.999864	0.452504	0.452443
{1, 108, 36}	3	6.506787	0.988790	0.457452	0.452324
{53, 67, 97}	3	4.577807	0.942675	0.479213	0.451742
{39, 5, 71}	3	7.791154	0.996366	0.453272	0.451625
{25, 39, 97}	3	4.073366	0.913651	0.494137	0.451469
{36, 57, 6}	3	6.849809	0.991682	0.455069	0.451283
{104, 39}	2	22.129408	1.000000	0.451077	0.451076
{26, 67, 88}	3	5.689544	0.977382	0.461246	0.450814
{12, 67, 94}	3	4.941001	0.957537	0.470671	0.450685
{23, 39, 79}	3	12.969821	0.999967	0.450676	0.450662
{120, 67, 88}	3	12.508513	0.999950	0.450444	0.450421
{22, 36, 42}	3	4.566319	0.942132	0.478050	0.450386
{108, 6, 79}	3	3.647863	0.878938	0.512217	0.450207
{12, 56, 97}	3	5.033209	0.960676	0.468609	0.450181
{1, 71, 88}	3	12.534339	0.999951	0.450113	0.450091
{104, 5, 97}	3	4.509987	0.939398	0.479116	0.450081
{1, 113, 71}	3	6.299916	0.986594	0.456129	0.450014
{1, 22, 97}	3	5.344347	0.969705	0.464037	0.449979
{21, 6, 79}	3	3.754260	0.888666	0.506277	0.449911
{79, 90}	2	29.906675	1.000000	0.449827	0.449826
{26, 56, 88}	3	6.433013	0.988051	0.455206	0.449767
{39, 50, 57}	3	4.764338	0.950839	0.472895	0.449647
{120, 94}	2	22.112931	1.000000	0.449644	0.449643
{22, 71, 97}	3	4.687876	0.947636	0.474398	0.449557
{128, 22, 42}	3	5.763473	0.978761	0.459267	0.449513
{67, 79, 94}	3	13.336807	0.999977	0.449245	0.449234
{120, 22, 42}	3	5.103038	0.962904	0.466461	0.449157
{1, 22, 94}	3	5.628548	0.976178	0.460060	0.449101
{23, 36, 9}	3	3.527771	0.867018	0.517670	0.448829
{1, 104, 94}	3	12.352722	0.999942	0.448721	0.448695
{104, 12, 42}	3	6.513979	0.988860	0.453272	0.448222
{1, 21, 36}	3	6.892689	0.991988	0.451512	0.447894
{104, 128, 42}	3	11.203323	0.999834	0.447928	0.447853
{36, 71, 90}	3	13.365415	0.999977	0.447777	0.447767
{53, 56, 97}	3	4.645970	0.945797	0.473173	0.447526
{5, 57, 71}	3	7.275032	0.994269	0.450028	0.447449
{23, 57, 79}	3	13.073334	0.999970	0.447433	0.447419
{56, 79, 97}	3	12.132103	0.999929	0.447182	0.447150
{23, 36, 67}	3	12.718534	0.999959	0.447140	0.447122
{12, 94}	2	12.670676	0.999957	0.446869	0.446850
{120, 21, 71}	3	6.936961	0.992291	0.450283	0.446812
{108, 22, 56}	3	2.910915	0.787145	0.567546	0.446741
{113, 120, 67}	3	5.753341	0.978577	0.456460	0.446681
{23, 44, 56}	3	4.748180	0.950178	0.470065	0.446645
{25, 67, 97}	3	5.835633	0.980029	0.455735	0.446633
{53, 56, 94}	3	4.788042	0.951793	0.469196	0.446577
{36, 9}	2	8.630604	0.998280	0.447214	0.446444
{104, 5, 88}	3	6.171857	0.985030	0.453062	0.446279
{50, 57, 97}	3	3.412216	0.854538	0.522210	0.446248
{104, 57}	2	22.754178	1.000000	0.446211	0.446211
{120, 5, 90}	3	6.287963	0.986455	0.452245	0.446119
{108, 25, 67}	3	3.900222	0.900832	0.495191	0.446084
{44, 71, 90}	3	4.436929	0.935669	0.476742	0.446072
{23, 36, 6}	3	4.861504	0.954639	0.466679	0.445510
{21, 26, 42}	3	2.279380	0.664363	0.670359	0.445362
{12, 67, 97}	3	4.478541	0.937819	0.474649	0.445134
{21, 26, 57}	3	2.998204	0.800583	0.555976	0.445105
{1, 42, 79}	3	12.341334	0.999942	0.444954	0.444928
{113, 128, 67}	3	6.656805	0.990159	0.449266	0.444845
{128, 97}	2	25.010571	1.000000	0.444819	0.444819
{113, 25, 88}	3	3.819621	0.894276	0.497358	0.444775
{120, 56, 9}	3	5.884349	0.980843	0.453271	0.444588
{108, 71, 9}	3	2.335273	0.677199	0.656247	0.444409
{120, 56, 88}	3	12.045371	0.999923	0.444404	0.444370
{12, 21, 39}	3	3.083545	0.812987	0.546567	0.444352
{23, 25, 57}	3	6.359950	0.987271	0.449945	0.444218
{128, 5, 90}	3	8.185796	0.997441	0.445051	0.443912
{5, 56}	2	11.664252	0.999891	0.443705	0.443656
{128, 67, 9}	3	5.894160	0.981003	0.452118	0.443529
{113, 26, 88}	3	3.273793	0.838183	0.528924	0.443336
{128, 67, 88}	3	13.650097	0.999983	0.443250	0.443242
{56, 79, 94}	3	13.292506	0.999976	0.443205	0.443194
{1, 23, 5}	3	5.939139	0.981720	0.451278	0.443028
{12, 39, 57}	3	5.074385	0.962005	0.460493	0.442997
{113, 120, 56}	3	6.056422	0.983468	0.450420	0.442974
{1, 25, 42}	3	6.612337	0.989771	0.447467	0.442890
{113, 36}	2	11.320321	0.999851	0.442936	0.442870
{39, 44, 57}	3	3.660378	0.880122	0.502897	0.442611
{6, 79, 88}	3	6.720463	0.990689	0.446706	0.442547
{1, 6}	2	13.285783	0.999976	0.442445	0.442434
{104, 108, 36}	3	7.597276	0.995686	0.444342	0.442425
{12, 21, 57}	3	3.091106	0.814052	0.543324	0.442294
{42, 50, 71}	3	3.941248	0.904021	0.489144	0.442197
{1, 56, 67}	3	11.753511	0.999900	0.442143	0.442099
{104, 26, 42}	3	4.714840	0.948788	0.465924	0.442063
{1, 113, 6}	3	3.175990	0.825641	0.535400	0.442048
{22, 71, 88}	3	6.230047	0.985761	0.448343	0.441960
{25, 67, 94}	3	5.713052	0.977830	0.451757	0.441742
{128, 21, 6}	3	3.332552	0.845320	0.522360	0.441561
{128, 21, 71}	3	7.757196	0.996255	0.443089	0.441430
{21, 36, 5}	3	4.224828	0.923572	0.477930	0.441403
{113, 50, 90}	3	2.796947	0.768401	0.574150	0.441178
{120, 67, 9}	3	5.013084	0.960011	0.459311	0.440944
{12, 6, 97}	3	3.795561	0.892242	0.494187	0.440935
{23, 36, 56}	3	10.225377	0.999593	0.441100	0.440921
{113, 26, 39}	3	3.572874	0.871616	0.505665	0.440746
{108, 26, 57}	3	2.893078	0.784302	0.561916	0.440712
{113, 128, 56}	3	7.226691	0.994020	0.443226	0.440575
{36, 67, 9}	3	4.412262	0.934362	0.470901	0.439992
{104, 113, 71}	3	7.068805	0.993131	0.443020	0.439977
{22, 42, 79}	3	7.004122	0.992731	0.443184	0.439963
{1, 42, 44}	3	3.500967	0.864214	0.508785	0.439699
{26, 71, 90}	3	6.069425	0.983652	0.446990	0.439683
{39, 44}	2	7.133780	0.993512	0.442470	0.439599
{21, 39, 6}	3	2.138847	0.630273	0.697450	0.439584
{39, 57, 79}	3	12.900035	0.999965	0.439066	0.439051
{108, 128, 71}	3	5.698165	0.977547	0.449029	0.438947
{6, 71, 9}	3	2.994652	0.800052	0.548612	0.438918
{113, 12, 42}	3	2.568549	0.726483	0.604152	0.438906
{44, 71, 94}	3	5.280763	0.968040	0.453343	0.438855
{128, 94}	2	24.197018	1.000000	0.438853	0.438853
{21, 23, 53}	3	2.892852	0.784266	0.559498	0.438796
{36, 39, 67}	3	10.928044	0.999786	0.438774	0.438680
{113, 12, 23}	3	3.605020	0.874804	0.501379	0.438608
{108, 50, 94}	3	2.527907	0.718382	0.610247	0.438390
{108, 50, 88}	3	2.665478	0.745007	0.588169	0.438190
{21, 25, 67}	3	3.835915	0.895633	0.489251	0.438189
{26, 9}	2	5.975825	0.982286	0.446033	0.438132
{113, 9, 94}	3	1.992246	0.591891	0.740223	0.438132
{26, 6, 88}	3	4.023900	0.910157	0.480785	0.437590
{1, 36, 90}	3	12.468249	0.999948	0.437416	0.437394
{108, 120, 71}	3	4.970956	0.958582	0.456223	0.437327
{128, 56, 88}	3	12.835446	0.999963	0.437210	0.437194
{104, 71, 88}	3	12.691712	0.999958	0.437004	0.436986
{1, 108, 120}	3	5.835198	0.980022	0.445862	0.436954
{25, 39, 57}	3	6.575042	0.989435	0.441579	0.436914
{113, 26, 90}	3	2.751176	0.760477	0.574400	0.436818
{44, 57}	2	7.949788	0.996843	0.437604	0.436223
{120, 71, 90}	3	12.623243	0.999955	0.436187	0.436168
{1, 26, 42}	3	4.027076	0.910385	0.479033	0.436105
{1, 39, 5}	3	6.139816	0.984611	0.442911	0.436096
{22, 9}	2	3.326439	0.844591	0.516277	0.436042
{36, 57, 67}	3	12.898448	0.999965	0.435530	0.435515
{120, 23, 67}	3	11.910707	0.999913	0.435550	0.435513
{108, 128, 6}	3	3.166267	0.824347	0.528300	0.435502
{1, 21, 5}	3	3.196459	0.828336	0.525742	0.435491
{108, 5, 56}	3	2.591455	0.730961	0.595735	0.435459
{104, 22, 94}	3	5.528214	0.974063	0.446951	0.435358
{104, 21, 36}	3	7.005167	0.992738	0.438402	0.435219
{1, 23, 71}	3	11.372380	0.999858	0.435220	0.435158
{26, 9, 90}	3	2.713191	0.753723	0.577252	0.435088
{21, 25, 39}	3	3.161329	0.823687	0.527653	0.434621
{120, 57, 6}	3	5.819832	0.979758	0.443479	0.434502
{26, 6, 94}	3	3.496265	0.863717	0.502862	0.434331
{108, 23, 5}	3	2.300281	0.669211	0.648543	0.434012
{36, 88}	2	25.841435	1.000000	0.433912	0.433912
{23, 25, 39}	3	4.936705	0.957385	0.453189	0.433876
{128, 56, 9}	3	5.438492	0.972018	0.446078	0.433596
{12, 67, 88}	3	5.185525	0.965380	0.448594	0.433064
{39, 50, 94}	3	3.208676	0.829927	0.521476	0.432787
{113, 26}	2	5.811416	0.979612	0.441756	0.432749
{26, 88}	2	12.475789	0.999949	0.432732	0.432709
{21, 67, 9}	3	2.057726	0.609393	0.710039	0.432693
{104, 42, 53}	3	4.621844	0.944711	0.457836	0.432523
{25, 56, 94}	3	5.371286	0.970385	0.445717	0.432518
{36, 39, 56}	3	9.548280	0.999248	0.432734	0.432408
{53, 6, 97}	3	3.526979	0.866936	0.498752	0.432386
{104, 44, 90}	3	4.839954	0.953821	0.453272	0.432340
{23, 39, 53}	3	3.979889	0.906937	0.476668	0.432308
{26, 42, 9}	3	2.427969	0.697599	0.619656	0.432271
{36, 56, 9}	3	4.329098	0.929766	0.464861	0.432212
{12, 71, 90}	3	7.352083	0.994644	0.434338	0.432011
{22, 6}	2	5.950703	0.981900	0.439790	0.431830
{104, 42, 79}	3	11.267344	0.999843	0.431845	0.431777
{12, 56, 88}	3	5.590445	0.975395	0.442554	0.431665
{50, 88}	2	8.503333	0.998073	0.432357	0.431523
{113, 71, 9}	3	2.547737	0.722359	0.596752	0.431069
{50, 71, 90}	3	5.157071	0.964544	0.446740	0.430901
{108, 71, 79}	3	7.418080	0.994947	0.432946	0.430758
{53, 71, 90}	3	5.915920	0.981353	0.438902	0.430718
{1, 71, 9}	3	4.480491	0.937918	0.458981	0.430486
{128, 21, 5}	3	4.459011	0.936818	0.459147	0.430137
{1, 22, 88}	3	5.916413	0.981361	0.437983	0.429819
{104, 23, 5}	3	5.878250	0.980743	0.438168	0.429731
{104, 56, 6}	3	4.950973	0.957888	0.448573	0.429682
{120, 9}	2	10.347439	0.999636	0.429829	0.429673
{36, 56, 57}	3	11.700180	0.999895	0.429490	0.429445
{120, 23, 56}	3	11.151088	0.999826	0.429510	0.429435
{12, 42, 5}	3	3.563810	0.870704	0.492799	0.429082
{23, 44, 67}	3	3.905239	0.901227	0.476105	0.429079
{104, 113, 9}	3	2.684106	0.748441	0.573282	0.429068
{128, 71, 90}	3	14.683824	0.999993	0.428994	0.428991
{104, 56, 67}	3	11.334118	0.999853	0.429034	0.428971
{104, 108, 120}	3	6.792644	0.991257	0.432753	0.428969
{113, 6, 67}	3	2.478893	0.708344	0.605493	0.428897
{67, 71}	2	25.555766	1.000000	0.428678	0.428678
{26, 39, 67}	3	5.731710	0.978179	0.437987	0.428429
{128, 23, 67}	3	13.598068	0.999982	0.428357	0.428349
{36, 71, 97}	3	12.389880	0.999944	0.428356	0.428332
{113, 22, 56}	3	3.312425	0.842908	0.508051	0.428241
{21, 50, 90}	3	2.357088	0.682099	0.627705	0.428157
{113, 23, 44}	3	2.912048	0.787324	0.543783	0.428133
{12, 22, 42}	3	4.190867	0.921446	0.464611	0.428114
{120, 23, 6}	3	4.530785	0.940421	0.455089	0.427975
{1, 128, 21}	3	6.510763	0.988829	0.432728	0.427894
{104, 6, 67}	3	4.533420	0.940550	0.454613	0.427586
{23, 26, 56}	3	5.379123	0.970580	0.440313	0.427359
{113, 67, 79}	3	6.268701	0.986228	0.433183	0.427218
{67, 79, 9}	3	5.820210	0.979765	0.436035	0.427212
{67, 79, 88}	3	15.146024	0.999996	0.427167	0.427166
{120, 39, 67}	3	11.943443	0.999916	0.427184	0.427148
{1, 108, 128}	3	5.505553	0.973561	0.438668	0.427070
{113, 22, 67}	3	3.214607	0.830695	0.514091	0.427053
{21, 23, 26}	3	2.704897	0.752227	0.567586	0.426953
{1, 39, 71}	3	11.736962	0.999898	0.426854	0.426810
{5, 79, 90}	3	7.406978	0.994897	0.428969	0.426780
{113, 21, 36}	3	2.557057	0.724212	0.589282	0.426765
{1, 104, 88}	3	12.700573	0.999958	0.426643	0.426626
{104, 25, 42}	3	5.944015	0.981796	0.434358	0.426451
{21, 71, 79}	3	8.925532	0.998680	0.427006	0.426443
{1, 5, 57}	3	5.352270	0.969907	0.439668	0.426437
{50, 67, 88}	3	4.237423	0.924347	0.460996	0.426120
{1, 120, 90}	3	12.271732	0.999938	0.425827	0.425800
{25, 67, 88}	3	6.727361	0.990745	0.429680	0.425703
{104, 39, 5}	3	6.692349	0.990459	0.429802	0.425701
{113, 120}	2	11.490943	0.999872	0.425551	0.425497
{23, 50, 97}	3	2.974301	0.796980	0.533820	0.425444
{128, 57, 6}	3	5.577095	0.975115	0.436285	0.425429
{23, 26, 67}	3	4.800954	0.952305	0.446353	0.425064
{50, 56, 88}	3	4.408128	0.934140	0.454956	0.424993
{22, 23, 71}	3	5.838278	0.980074	0.433450	0.424813
{113, 5, 94}	3	2.339004	0.678041	0.626019	0.424467
{25, 97}	2	10.999679	0.999800	0.424464	0.424379
{36, 71, 94}	3	11.864828	0.999910	0.424379	0.424340
{6, 9, 94}	3	2.071846	0.613092	0.692084	0.424311
{104, 36, 90}	3	13.126692	0.999972	0.424307	0.424295
{6, 88, 9}	3	2.149728	0.633007	0.670006	0.424118
{21, 36, 9}	3	2.516380	0.716047	0.592134	0.423996
{120, 57, 67}	3	11.973791	0.999918	0.423940	0.423906
{104, 22, 97}	3	4.516009	0.939696	0.450928	0.423735
{26, 39, 56}	3	5.875699	0.980701	0.431947	0.423611
{53, 67, 88}	3	4.420339	0.934792	0.453159	0.423609
{1, 57, 71}	3	12.208415	0.999934	0.423610	0.423582
{1, 120, 21}	3	5.095825	0.962680	0.439922	0.423504
{50, 56, 94}	3	3.742335	0.887613	0.477034	0.423421
{113, 5, 67}	3	2.869506	0.780495	0.542280	0.423246
{44, 71, 97}	3	4.253986	0.925354	0.457321	0.423184
{22, 5, 90}	3	3.206942	0.829702	0.509877	0.423046
{56, 79, 9}	3	6.042293	0.983267	0.429995	0.422800
{104, 6}	2	10.734464	0.999744	0.422781	0.422673
{113, 12, 90}	3	2.705802	0.752390	0.561748	0.422654
{113, 56, 79}	3	6.576138	0.989445	0.427143	0.422635
{104, 21, 9}	3	2.321970	0.674181	0.626837	0.422601
{113, 12, 88}	3	3.121032	0.818215	0.516272	0.422421
{128, 23, 56}	3	11.512281	0.999875	0.422317	0.422264
{21, 5, 79}	3	4.814256	0.952827	0.443064	0.422164
{104, 23, 71}	3	10.534052	0.999693	0.422111	0.421981
{23, 53, 67}	3	5.088000	0.962435	0.438265	0.421802
{26, 42, 6}	3	2.645392	0.741259	0.568665	0.421528
{1, 53, 90}	3	6.064812	0.983587	0.428542	0.421508
{36, 5, 94}	3	4.925692	0.956993	0.440436	0.421495
{56, 6, 9}	3	2.437392	0.699612	0.602304	0.421379
{56, 79, 88}	3	13.964733	0.999987	0.421127	0.421122
{120, 39, 56}	3	10.487851	0.999680	0.421144	0.421009
{104, 21, 5}	3	3.141512	0.821015	0.512633	0.420879
{26, 56, 57}	3	5.940387	0.981740	0.428703	0.420875
{79, 97}	2	26.179719	1.000000	0.420695	0.420695
{104, 108, 128}	3	6.465539	0.988382	0.425559	0.420615
{120, 36, 42}	3	10.472764	0.999675	0.420419	0.420282
{36, 5, 97}	3	4.642694	0.945651	0.444414	0.420260
{53, 88}	2	9.264604	0.999028	0.420600	0.420191
{1, 12, 90}	3	6.730620	0.990771	0.423977	0.420064
{21, 50, 88}	3	2.543251	0.721463	0.582229	0.420057
{128, 39, 67}	3	13.068261	0.999970	0.419990	0.419978
{1, 104, 113}	3	5.382691	0.970669	0.432659	0.419969
{25, 9, 90}	3	2.802900	0.769415	0.545685	0.419859
